neck_angle,shoulder_tilt,spine_angle,forward_head_ratio,hip_shoulder_alignment,ear_shoulder_distance,shoulder_symmetry,torso_lean,label,posture_class
146.8623,2.7297,127.4806,0.1978,162.6671,0.2021,0.9092,20.3716,1,Slouching
143.7044,6.3152,137.928,0.1553,151.9481,0.1472,0.9135,13.6835,1,Slouching
146.0869,4.8425,143.841,0.1517,163.1827,0.1924,0.877,13.5944,1,Slouching
125.1185,5.2763,165.8843,0.3389,166.165,0.3318,0.8805,4.4657,2,Forward Head
162.6873,19.9384,158.6128,0.1147,174.3481,0.1026,0.8615,17.2821,3,Lateral Tilt
171.9869,1.7926,176.9431,0.0805,177.2975,0.1153,0.9958,3.1512,0,Good Posture
165.1125,21.819,163.0416,0.0235,170.46,0.1061,0.7223,18.0011,3,Lateral Tilt
130.3672,4.5597,166.4996,0.3784,168.8478,0.3528,0.983,2.2454,2,Forward Head
170.4376,3.0886,176.443,0.0545,175.6286,0.1294,0.9988,4.0181,0,Good Posture
168.6292,1.4428,170.7775,0.0344,174.6683,0.155,0.9894,3.9073,0,Good Posture
129.0979,1.9818,169.9414,0.2575,173.2227,0.2834,0.9131,3.725,2,Forward Head
170.0557,1.9638,175.5943,0.0471,176.279,0.1091,0.9797,1.1849,0,Good Posture
145.0574,0.0,146.2839,0.2385,152.1197,0.1709,0.9149,16.5619,1,Slouching
127.7832,5.749,171.2267,0.1528,167.9837,0.3672,0.9445,2.9525,2,Forward Head
143.3577,8.3556,140.7877,0.1291,148.8865,0.235,0.8716,18.223,1,Slouching
163.2768,14.8187,161.1071,0.0993,169.1353,0.1377,0.8577,20.0247,3,Lateral Tilt
122.9496,3.3365,159.3548,0.3241,174.6414,0.3574,0.9281,5.6181,2,Forward Head
137.6035,0.2072,142.3839,0.1415,158.9696,0.1786,0.9205,24.6758,1,Slouching
146.1474,7.6146,134.9904,0.0887,167.6355,0.1755,0.9454,14.23,1,Slouching
119.7452,1.6631,164.0076,0.2123,172.3781,0.4103,1.0,5.1943,2,Forward Head
149.1448,3.4124,138.0457,0.1496,156.0988,0.3167,0.8926,9.3491,1,Slouching
124.9585,0.7487,167.8348,0.2263,175.7872,0.3228,0.9527,4.0676,2,Forward Head
156.9499,19.638,161.1157,0.0726,169.5464,0.1336,0.7938,21.3649,3,Lateral Tilt
131.4898,2.9793,167.3045,0.3669,169.1796,0.2525,0.9406,4.2003,2,Forward Head
162.715,10.9589,165.3854,0.1117,162.5143,0.1213,0.8102,24.0605,3,Lateral Tilt
137.2072,6.9649,171.815,0.4086,168.3106,0.279,0.9043,5.8835,2,Forward Head
136.4332,10.7343,134.7564,0.1576,163.0596,0.1498,0.9074,19.6896,1,Slouching
158.4645,18.9303,167.8079,0.074,169.8543,0.1103,0.7221,19.1836,3,Lateral Tilt
130.3956,2.7502,167.1392,0.3572,172.6005,0.3556,0.9709,5.7764,2,Forward Head
166.1312,23.5897,159.1534,0.0755,159.3375,0.1282,0.7821,13.7269,3,Lateral Tilt
165.9834,0.8483,174.8959,0.0547,182.6515,0.1,0.9898,1.679,0,Good Posture
135.0437,5.6986,140.136,0.1094,144.2794,0.2173,0.8727,19.8391,1,Slouching
138.2357,1.8326,163.657,0.3015,169.4394,0.3942,0.918,2.2015,2,Forward Head
141.1311,7.5253,136.5902,0.0487,153.1832,0.1943,0.9054,18.6426,1,Slouching
141.385,3.4721,166.4559,0.2542,172.9984,0.198,0.9345,4.5883,2,Forward Head
124.4898,3.4067,170.727,0.3481,167.0953,0.4298,0.963,4.9966,2,Forward Head
167.0926,15.5167,169.6152,0.0922,163.9292,0.105,0.6924,18.9397,3,Lateral Tilt
115.9285,0.3521,175.2305,0.3821,172.2632,0.4031,0.9352,4.5132,2,Forward Head
165.851,1.7145,172.3731,0.0223,180.7785,0.1582,0.966,2.8445,0,Good Posture
169.2435,3.3825,174.6174,0.0802,173.6465,0.1198,0.9675,2.5454,0,Good Posture
116.2482,0.0377,167.9905,0.2728,179.9681,0.4117,0.914,6.1143,2,Forward Head
149.166,4.0166,133.5919,0.1658,161.6346,0.1747,0.9116,13.1821,1,Slouching
166.5749,19.0749,170.6171,0.1003,168.9643,0.1856,0.8052,24.5248,3,Lateral Tilt
169.5708,2.6716,170.2874,0.0275,174.4182,0.1229,0.9973,5.347,0,Good Posture
170.3298,0.0,174.0724,0.035,178.9575,0.1468,0.9612,2.1725,0,Good Posture
160.0024,5.4364,170.8313,0.0171,181.0677,0.1688,0.9938,2.8459,0,Good Posture
168.5727,19.5453,165.6697,0.0616,165.5156,0.1422,0.9264,19.5062,3,Lateral Tilt
163.3805,0.5599,174.6319,0.0519,174.6094,0.1682,0.9952,2.9032,0,Good Posture
162.3403,31.1619,162.8505,0.1303,161.6668,0.1103,0.7388,13.7716,3,Lateral Tilt
177.3865,0.3949,170.4234,0.0362,177.8632,0.1249,0.9776,2.5281,0,Good Posture
138.0464,0.0,169.6308,0.329,163.7634,0.3599,0.9663,4.3764,2,Forward Head
170.3865,17.9107,163.327,0.097,169.3626,0.1709,0.8575,19.535,3,Lateral Tilt
167.2993,1.7832,172.6227,0.0438,172.3192,0.1243,0.98,0.7744,0,Good Posture
168.1138,22.1168,155.102,0.0676,172.7485,0.1482,0.7082,5.8494,3,Lateral Tilt
162.0665,14.2442,160.0071,0.0382,163.6014,0.1348,0.7862,16.6435,3,Lateral Tilt
169.4493,20.1038,165.603,0.0999,165.2692,0.0976,0.8234,24.1887,3,Lateral Tilt
169.8567,4.347,167.1408,0.0664,178.2611,0.114,0.9809,0.0,0,Good Posture
163.4291,0.5617,155.0739,0.1959,147.213,0.2403,0.9134,13.8626,1,Slouching
165.2298,16.7871,159.004,0.0934,170.7223,0.1072,0.7716,16.3224,3,Lateral Tilt
120.9481,3.1677,163.6784,0.2411,170.3052,0.2955,0.9239,5.9329,2,Forward Head
141.0989,0.6912,150.5514,0.1787,141.1579,0.2534,0.9999,15.23,1,Slouching
167.2211,1.3861,173.4277,0.053,175.5327,0.1424,0.98,1.986,0,Good Posture
128.1074,2.9452,175.8124,0.3343,178.1442,0.3499,0.9187,5.2342,2,Forward Head
157.8347,4.1447,146.1092,0.1066,148.0539,0.2039,0.9442,13.7186,1,Slouching
168.7966,0.1858,176.1669,0.055,177.4172,0.1049,0.9905,4.4831,0,Good Posture
171.7234,21.2567,167.3661,0.0985,165.9997,0.1383,0.7259,16.3348,3,Lateral Tilt
171.3733,22.6236,161.6865,0.0826,165.3358,0.1154,0.8373,12.0123,3,Lateral Tilt
135.7431,1.0006,132.5879,0.1765,164.5088,0.274,0.9337,20.8142,1,Slouching
128.97,1.6868,171.496,0.3039,172.732,0.2783,0.8885,5.4723,2,Forward Head
120.8456,2.3098,168.1763,0.2082,177.5547,0.3271,0.9514,7.7311,2,Forward Head
164.9582,22.8792,167.9248,0.0817,170.3942,0.1392,0.6942,10.8955,3,Lateral Tilt
131.7309,4.7732,162.1951,0.2538,176.8527,0.3466,0.9215,7.4045,2,Forward Head
136.0436,3.8194,146.4296,0.1992,159.8248,0.166,0.9994,16.3239,1,Slouching
143.8953,6.7734,144.1442,0.2277,141.0222,0.2038,0.835,2.4671,1,Slouching
173.3909,17.6352,164.0913,0.0518,158.5271,0.1352,0.7995,23.4979,3,Lateral Tilt
159.3181,19.1582,161.7198,0.1133,176.0193,0.1604,0.6869,25.526,3,Lateral Tilt
167.4442,0.0154,179.926,0.0702,175.9355,0.165,0.9898,1.5128,0,Good Posture
141.0938,6.9,145.181,0.0938,147.1201,0.2079,0.8968,12.1044,1,Slouching
133.2498,4.2183,170.2898,0.3199,175.7267,0.3398,0.9306,3.408,2,Forward Head
126.8576,2.1878,168.387,0.2193,166.2179,0.3381,0.9161,7.1491,2,Forward Head
155.061,6.2182,143.1206,0.1143,161.3828,0.1251,0.9258,9.5048,1,Slouching
170.3668,22.3479,160.9513,0.0425,166.5791,0.187,0.8187,21.5198,3,Lateral Tilt
117.4407,5.1663,160.6459,0.3449,170.5289,0.3551,0.9,7.3423,2,Forward Head
137.6284,3.3038,146.9451,0.1312,159.8987,0.1609,0.8447,6.0089,1,Slouching
148.9576,6.1503,141.7255,0.1902,145.98,0.2451,0.9062,13.3172,1,Slouching
170.2281,2.4029,179.5854,0.0602,179.6149,0.1415,0.9764,0.7412,0,Good Posture
163.4769,20.8609,167.4462,0.0942,166.0829,0.1302,0.7363,21.841,3,Lateral Tilt
139.6549,5.5801,134.2146,0.1506,170.2021,0.2409,0.9657,16.9556,1,Slouching
164.096,14.4267,163.2004,0.1409,163.4366,0.1316,0.7568,16.7641,3,Lateral Tilt
129.522,2.4732,166.7909,0.3265,168.2567,0.2662,0.9063,9.0913,2,Forward Head
131.6672,1.3185,168.8825,0.2824,173.299,0.349,0.9763,4.9514,2,Forward Head
122.456,3.6863,170.4918,0.3321,168.8519,0.2711,0.9248,5.4797,2,Forward Head
161.1515,14.8501,176.3705,0.1082,160.254,0.1851,0.8516,16.5939,3,Lateral Tilt
166.6431,1.5362,175.9938,0.0695,176.5625,0.1163,0.9689,0.2057,0,Good Posture
120.7595,2.5225,173.1423,0.2971,172.5664,0.3438,0.9751,1.6896,2,Forward Head
140.8997,2.5954,142.2225,0.1808,146.5693,0.2171,0.8319,12.1933,1,Slouching
163.4005,24.9542,166.594,0.0794,177.4806,0.0992,0.7134,26.5636,3,Lateral Tilt
157.2622,19.0197,165.9649,0.1303,160.1751,0.122,0.8294,19.6766,3,Lateral Tilt
167.1283,1.6542,178.5392,0.0539,176.4064,0.1297,0.969,3.022,0,Good Posture
148.9723,4.0397,168.84,0.3308,174.8376,0.313,0.9211,6.1989,2,Forward Head
140.1969,5.419,145.5867,0.1888,162.7374,0.2198,0.8855,18.7091,1,Slouching
125.7707,9.1774,150.3783,0.09,143.1698,0.2669,0.8705,10.8291,1,Slouching
170.7892,2.467,180.0,0.0714,178.5719,0.1388,0.9697,2.5969,0,Good Posture
123.0803,7.4819,169.9057,0.2923,177.6608,0.4121,0.9356,5.6948,2,Forward Head
139.1996,4.4265,163.8961,0.3304,177.8714,0.3185,1.0,1.5519,2,Forward Head
131.1396,5.9901,162.7481,0.3197,168.7909,0.2948,0.9159,3.5363,2,Forward Head
167.0,18.8293,169.185,0.0911,165.7116,0.1721,0.7134,19.6162,3,Lateral Tilt
142.9363,4.9814,167.5159,0.3364,170.3852,0.3615,0.8683,2.9604,2,Forward Head
171.0614,1.1259,167.6835,0.0473,182.2682,0.1385,0.9897,3.8542,0,Good Posture
161.4107,21.9793,168.2719,0.0887,174.58,0.1238,0.7688,18.4773,3,Lateral Tilt
158.5114,10.6894,170.0479,0.0346,169.3702,0.132,0.7738,24.818,3,Lateral Tilt
175.0548,0.7305,176.6304,0.054,178.7921,0.1454,0.9873,2.4331,0,Good Posture
115.5459,5.4436,166.4009,0.3079,171.991,0.2666,0.9022,2.9894,2,Forward Head
161.6884,1.9557,142.1083,0.1667,154.5688,0.1607,0.9449,26.6002,1,Slouching
174.7579,0.1586,176.7922,0.064,177.1073,0.1475,0.9785,2.1884,0,Good Posture
146.9493,1.7294,137.1157,0.1112,155.8843,0.1749,0.9198,0.7269,1,Slouching
159.8637,9.9941,168.128,0.1245,162.8682,0.1877,0.797,17.9647,3,Lateral Tilt
175.5699,1.6249,175.8661,0.0552,177.5971,0.1362,0.9879,0.0,0,Good Posture
124.4126,5.0371,162.842,0.2849,173.3146,0.2913,0.9635,3.8622,2,Forward Head
170.8648,15.3812,174.7984,0.0894,162.7854,0.1511,0.757,20.1703,3,Lateral Tilt
149.022,0.0,137.2747,0.2152,150.3457,0.153,0.8921,25.3395,1,Slouching
148.9439,4.8274,153.6027,0.1584,156.6763,0.1563,0.9094,20.1772,1,Slouching
160.5309,12.4799,157.5488,0.0844,173.8075,0.1345,0.6897,22.1997,3,Lateral Tilt
163.6752,3.3426,173.5508,0.0529,182.8367,0.1379,0.9773,0.6632,0,Good Posture
127.5967,5.2844,172.629,0.2914,169.0613,0.3678,0.9755,2.6707,2,Forward Head
170.6746,2.6629,171.7288,0.0782,177.7042,0.1204,0.9871,2.3498,0,Good Posture
157.4473,14.5611,161.6149,0.0688,163.3674,0.124,0.6891,20.7435,3,Lateral Tilt
164.0671,28.856,172.2217,0.0298,169.9357,0.14,0.8296,14.2751,3,Lateral Tilt
165.9987,0.9834,176.5417,0.0536,179.0519,0.1298,0.9863,3.6645,0,Good Posture
132.4005,5.4869,164.8825,0.2674,170.7642,0.2148,0.9441,1.2277,2,Forward Head
169.368,1.3597,171.9637,0.0169,180.4695,0.1215,0.9671,0.0574,0,Good Posture
166.0415,3.4112,172.0525,0.0455,179.6502,0.1006,0.9811,0.0,0,Good Posture
124.6689,2.388,168.5817,0.2648,178.7694,0.3272,0.8589,5.6787,2,Forward Head
163.156,22.7297,165.9903,0.019,163.1179,0.1693,0.8069,26.7407,3,Lateral Tilt
114.4892,2.6091,171.3459,0.2466,168.9971,0.3596,0.8957,7.1156,2,Forward Head
141.0889,9.7668,135.062,0.105,146.2302,0.1973,0.9173,18.6984,1,Slouching
162.7233,16.2307,175.8276,0.1116,173.1239,0.1751,0.7201,11.8882,3,Lateral Tilt
134.1445,5.6695,149.4151,0.1772,139.506,0.1695,0.8649,15.4994,1,Slouching
169.5719,0.4471,173.3391,0.026,183.8942,0.1207,0.973,2.321,0,Good Posture
168.5502,0.3205,171.116,0.0732,176.5969,0.1269,0.9795,2.7156,0,Good Posture
136.0816,3.0462,164.0882,0.2694,164.0839,0.4213,0.9659,3.3399,2,Forward Head
144.7791,1.2789,166.7078,0.2816,170.3146,0.3511,0.9684,4.3881,2,Forward Head
158.6018,12.379,160.8534,0.0977,166.0938,0.1338,0.8562,24.475,3,Lateral Tilt
141.1592,3.2071,173.7246,0.287,168.48,0.3335,0.9335,2.6445,2,Forward Head
150.3233,10.8237,137.9734,0.1349,156.8516,0.2259,0.8914,10.6352,1,Slouching
171.2962,0.2785,175.2556,0.0,177.4393,0.0874,0.9921,3.1661,0,Good Posture
156.6976,6.3459,152.6959,0.1405,160.9992,0.2112,0.862,16.5926,1,Slouching
171.1868,16.7114,171.4168,0.0769,163.7027,0.1604,0.7617,21.1025,3,Lateral Tilt
135.7908,0.0,138.525,0.1883,159.1356,0.1911,0.8991,11.5556,1,Slouching
171.6477,15.0529,160.6928,0.0829,166.8667,0.1595,0.7528,26.5922,3,Lateral Tilt
168.9753,1.6378,174.8147,0.0596,180.6236,0.107,0.968,0.4369,0,Good Posture
162.1956,2.2154,169.5461,0.0652,177.7166,0.1284,0.9714,3.9192,0,Good Posture
129.5041,3.1822,168.4308,0.3499,174.5747,0.4239,1.0,5.1593,2,Forward Head
123.8631,4.3209,166.458,0.1964,176.671,0.2812,0.9144,4.1939,2,Forward Head
125.4183,0.0,169.4941,0.3728,169.6359,0.342,0.893,5.9144,2,Forward Head
168.7853,21.4497,163.9989,0.1005,156.6341,0.1431,0.8316,13.8357,3,Lateral Tilt
133.8917,0.1992,135.2617,0.1564,147.8577,0.2205,0.9014,5.1575,1,Slouching
157.9028,13.7128,165.9911,0.0898,168.7427,0.1309,0.836,18.3177,3,Lateral Tilt
147.3277,3.479,140.8888,0.102,169.2782,0.2005,0.891,10.356,1,Slouching
167.3237,3.5599,173.1832,0.0865,180.0338,0.1102,1.0,1.0914,0,Good Posture
169.9164,2.176,178.833,0.0382,179.6413,0.116,0.9778,3.6482,0,Good Posture
142.2544,0.0,152.7898,0.162,148.8124,0.2759,0.9035,9.8193,1,Slouching
171.2312,0.0,170.9554,0.0649,178.5126,0.1163,0.9802,2.5214,0,Good Posture
168.7021,21.3494,166.4742,0.0741,170.6899,0.1114,0.7293,18.3087,3,Lateral Tilt
135.4963,0.0,170.859,0.2883,174.8298,0.3588,0.9882,7.7069,2,Forward Head
127.3107,1.4757,178.3439,0.321,174.4531,0.3769,0.8974,8.5046,2,Forward Head
158.1458,25.9746,164.9386,0.0885,165.115,0.1002,0.7438,19.096,3,Lateral Tilt
164.3075,23.851,164.9748,0.0667,160.3719,0.1566,0.7332,18.5876,3,Lateral Tilt
129.1961,7.2533,128.4793,0.1511,138.3775,0.1872,0.9657,16.8032,1,Slouching
170.9972,3.5676,175.4347,0.0505,176.9458,0.1513,0.9718,4.2986,0,Good Posture
168.1123,3.6334,175.1928,0.0284,175.8541,0.1336,0.9727,2.3247,0,Good Posture
136.9203,2.2377,170.4149,0.3701,167.1646,0.2917,0.9377,8.0751,2,Forward Head
175.8866,8.8751,161.3063,0.0612,180.5415,0.1942,0.8696,16.3467,3,Lateral Tilt
119.2712,0.7428,171.8898,0.3436,173.452,0.2339,0.9292,2.55,2,Forward Head
172.1659,3.1387,173.2705,0.0,176.3613,0.1278,0.9652,2.275,0,Good Posture
124.2277,0.8824,165.1379,0.3561,169.3559,0.2943,0.9263,5.678,2,Forward Head
135.565,5.5168,150.3722,0.2111,162.1,0.2304,0.9024,16.9416,1,Slouching
149.0534,4.6889,172.407,0.3246,165.575,0.3397,0.9722,3.2932,2,Forward Head
137.8518,3.4582,166.7073,0.3134,169.9254,0.4059,0.9343,4.8273,2,Forward Head
149.0813,8.8177,146.0105,0.1312,147.0571,0.1422,0.9267,17.8899,1,Slouching
136.0873,3.1072,137.4635,0.1281,153.2868,0.2335,0.8872,7.0719,1,Slouching
141.7002,2.7839,131.984,0.2309,165.0203,0.1688,0.9109,17.0873,1,Slouching
168.7679,3.1695,178.9309,0.0779,176.3135,0.1158,0.9632,0.7912,0,Good Posture
127.2114,3.4458,142.5922,0.1247,164.9472,0.2491,0.8866,6.0304,1,Slouching
124.9378,3.7332,164.8171,0.3873,176.1086,0.3604,0.9364,8.0286,2,Forward Head
161.0161,15.708,166.7468,0.0903,170.5381,0.173,0.6945,13.1277,3,Lateral Tilt
121.3447,5.5489,167.6186,0.3865,163.0177,0.3298,0.9976,4.2935,2,Forward Head
167.5488,1.4184,175.8576,0.0567,179.9756,0.1602,0.9782,0.8026,0,Good Posture
147.9617,6.7529,144.1962,0.1477,158.2844,0.1908,0.9557,19.1967,1,Slouching
126.9495,1.3171,166.0886,0.2978,177.3687,0.2233,0.9407,6.2498,2,Forward Head
114.9296,2.9384,165.7523,0.2286,176.7569,0.3534,0.9392,7.7287,2,Forward Head
130.864,0.0836,174.5205,0.3185,169.643,0.2573,0.9519,4.7657,2,Forward Head
154.0125,24.3436,165.9511,0.0686,172.2858,0.1857,0.6119,20.1713,3,Lateral Tilt
120.3954,5.3599,170.9276,0.3627,175.2028,0.423,0.9568,4.687,2,Forward Head
168.9738,28.032,171.1873,0.1274,172.3933,0.1805,0.8996,19.0828,3,Lateral Tilt
123.3573,1.1862,158.5982,0.3836,168.5441,0.3137,0.9127,6.3903,2,Forward Head
147.8829,2.2681,155.1685,0.1108,142.0576,0.2152,0.8673,16.6065,1,Slouching
149.6348,9.2361,139.9749,0.154,157.7069,0.1603,0.9008,7.6716,1,Slouching
143.1122,7.2326,148.3724,0.1607,152.287,0.2148,0.8951,17.289,1,Slouching
170.1637,0.4967,177.2225,0.0397,177.3142,0.1001,0.9544,1.7135,0,Good Posture
173.028,0.6168,177.6088,0.0771,179.2403,0.1575,0.9723,0.133,0,Good Posture
147.7737,12.5347,130.2794,0.1487,160.1243,0.2049,0.8955,8.5039,1,Slouching
167.574,2.6839,173.6227,0.0361,174.5369,0.085,0.9761,2.2371,0,Good Posture
168.7093,1.6238,178.9846,0.0611,179.3677,0.1633,0.9736,3.3918,0,Good Posture
123.2081,0.2943,168.5951,0.2914,172.3496,0.3192,1.0,2.3395,2,Forward Head
158.8813,5.6125,159.8073,0.1134,165.9858,0.1349,0.8193,27.0283,3,Lateral Tilt
123.084,2.7056,167.2037,0.3092,173.331,0.348,0.9471,2.5785,2,Forward Head
124.2886,0.6926,169.9865,0.3318,173.6007,0.2193,0.914,4.9406,2,Forward Head
134.84,7.0065,150.3756,0.1654,147.0446,0.21,0.8527,13.7362,1,Slouching
176.7486,3.3225,174.9761,0.0796,178.2321,0.1028,0.9952,2.8084,0,Good Posture
132.247,5.0045,174.241,0.2024,166.7382,0.3855,0.9317,3.6566,2,Forward Head
131.2292,2.6961,171.237,0.3616,165.8974,0.2902,0.9646,4.0645,2,Forward Head
168.2136,21.6032,165.3868,0.1067,180.7303,0.1914,0.7486,10.7445,3,Lateral Tilt
167.4025,3.982,179.2588,0.038,172.4004,0.1402,0.9732,3.1859,0,Good Posture
171.124,1.066,174.3756,0.0401,176.2319,0.137,0.9836,0.9606,0,Good Posture
145.6366,7.2765,150.5706,0.1612,153.3307,0.1875,0.9343,17.7678,1,Slouching
165.9305,24.4813,166.1176,0.0355,175.2596,0.1116,0.8552,17.5488,3,Lateral Tilt
150.2655,26.0237,167.455,0.0899,167.6911,0.1449,0.7442,21.0829,3,Lateral Tilt
125.9473,1.2073,166.2052,0.3117,174.396,0.3627,0.9252,5.5677,2,Forward Head
137.85,3.8361,143.5909,0.034,168.3708,0.1639,0.9202,14.5665,1,Slouching
168.0446,0.3206,175.4227,0.0146,178.9695,0.117,0.9753,0.0,0,Good Posture
126.4799,5.3577,173.2446,0.3432,173.2245,0.3084,0.9042,8.8871,2,Forward Head
151.263,3.7066,148.2644,0.172,158.5582,0.167,0.906,16.8207,1,Slouching
135.4979,3.808,149.2749,0.1536,148.1877,0.2003,0.8387,20.7513,1,Slouching
157.3891,5.9606,154.7704,0.1554,154.2391,0.1867,0.8876,7.261,1,Slouching
170.8801,23.6738,167.1507,0.0953,170.1131,0.0796,0.7871,12.4197,3,Lateral Tilt
140.2248,0.0,144.1278,0.1514,156.2847,0.2545,0.8905,14.4019,1,Slouching
158.4111,2.1635,135.7732,0.1955,157.7084,0.1625,0.9087,9.8712,1,Slouching
121.5726,3.4505,170.5174,0.285,174.7172,0.2845,0.8766,4.1522,2,Forward Head
120.9736,3.1169,171.6505,0.3211,171.7614,0.2349,0.9157,5.3756,2,Forward Head
134.6755,4.5702,153.7724,0.0623,167.2759,0.2449,0.8816,17.717,1,Slouching
170.9975,4.3662,174.7141,0.0556,179.8237,0.1237,0.9755,2.2911,0,Good Posture
134.0734,4.5531,149.0223,0.2219,160.6486,0.1903,0.8589,21.15,1,Slouching
155.0634,13.642,157.3964,0.0915,168.0027,0.1491,0.7737,11.0285,3,Lateral Tilt
135.6702,1.5503,168.2162,0.3063,168.1758,0.4359,0.8978,2.4038,2,Forward Head
149.7028,6.8592,129.7095,0.1537,151.252,0.1696,0.954,11.7316,1,Slouching
162.3029,18.8653,171.4204,0.0749,163.2257,0.0938,0.7067,22.322,3,Lateral Tilt
167.8203,2.5987,174.8871,0.0721,178.3427,0.123,0.9764,1.9146,0,Good Posture
134.7912,2.1576,171.9057,0.2434,167.6043,0.3544,0.9373,4.0922,2,Forward Head
171.3621,19.087,169.2745,0.0803,173.2814,0.1519,0.7808,17.9336,3,Lateral Tilt
163.1461,17.6383,165.2601,0.0838,170.7912,0.1348,0.8366,20.2297,3,Lateral Tilt
142.4579,5.3497,153.5721,0.0897,139.2756,0.1765,0.8346,12.8758,1,Slouching
146.9431,0.0,149.4252,0.1281,170.3876,0.169,0.8324,12.6437,1,Slouching
167.881,2.7699,175.2912,0.0694,175.8938,0.1134,0.9761,0.0,0,Good Posture
169.6135,1.376,172.1628,0.0622,174.0486,0.1355,0.97,0.8713,0,Good Posture
167.2972,2.0512,171.7383,0.0283,180.0381,0.097,0.9867,2.6939,0,Good Posture
137.0727,2.1085,164.4722,0.2279,173.9203,0.3892,0.978,6.4199,2,Forward Head
139.0325,3.0154,151.0274,0.1254,148.1492,0.1755,0.9447,15.0652,1,Slouching
162.5148,13.2342,166.815,0.0448,163.0304,0.1746,0.894,19.9665,3,Lateral Tilt
165.0892,18.1878,158.9866,0.0503,163.8745,0.1414,0.7847,25.7205,3,Lateral Tilt
150.1008,5.7763,154.5643,0.0892,159.0367,0.2251,0.8504,7.4856,1,Slouching
127.3706,0.3904,169.7667,0.2283,168.6504,0.2147,0.8973,5.3571,2,Forward Head
165.6307,1.5254,178.6393,0.0528,184.958,0.1279,0.9819,1.5363,0,Good Posture
131.9057,2.8855,170.1923,0.233,169.0305,0.3142,0.9969,4.7724,2,Forward Head
177.5159,15.5801,168.4961,0.0318,166.6019,0.1362,0.8084,4.3877,3,Lateral Tilt
168.0951,3.3116,175.7877,0.0539,180.5527,0.1173,0.9839,1.8452,0,Good Posture
172.7166,1.5469,174.0117,0.0646,179.0052,0.1263,0.9847,0.0,0,Good Posture
169.5963,21.7293,164.0769,0.0453,170.5537,0.1095,0.7345,13.1029,3,Lateral Tilt
131.6945,1.298,171.4557,0.3385,171.2491,0.362,0.9152,4.0142,2,Forward Head
140.1388,4.5881,152.6623,0.1583,157.4614,0.1562,0.8648,23.9936,1,Slouching
137.9818,0.6395,169.6748,0.2993,170.6661,0.3643,0.9664,3.107,2,Forward Head
149.726,4.3397,145.5092,0.1351,143.1791,0.2103,0.9757,10.5814,1,Slouching
166.1479,14.3782,180.0,0.0955,167.6083,0.1245,0.7512,18.1507,3,Lateral Tilt
147.114,4.879,150.9629,0.1537,153.6984,0.1652,0.9029,18.6912,1,Slouching
164.7496,25.3585,165.8885,0.0562,164.4434,0.1579,0.8579,19.4096,3,Lateral Tilt
167.3934,18.7805,168.4378,0.0327,163.5321,0.1876,0.6324,17.2991,3,Lateral Tilt
152.891,2.8641,132.6576,0.1436,151.1266,0.1614,0.893,17.4575,1,Slouching
170.052,4.1803,174.206,0.1044,179.877,0.1029,0.9693,2.7237,0,Good Posture
167.5685,1.1913,173.3552,0.0667,174.6854,0.1244,0.9922,1.2302,0,Good Posture
163.9842,17.1967,169.2549,0.1027,171.0257,0.1316,0.6972,20.0604,3,Lateral Tilt
177.8166,1.2414,171.8233,0.0796,183.8878,0.1201,0.9901,4.0122,0,Good Posture
141.8984,3.7592,141.1788,0.0998,153.9788,0.1776,0.7828,25.2649,1,Slouching
148.715,3.3483,147.5309,0.1146,156.4485,0.2521,0.9234,12.9379,1,Slouching
165.7853,0.3983,177.8509,0.0842,177.6867,0.1166,0.9807,3.7428,0,Good Posture
136.0441,2.9689,156.183,0.2679,169.4963,0.2711,0.9437,4.1621,2,Forward Head
160.9814,15.6514,163.4972,0.0666,169.0965,0.1411,0.7366,7.1223,3,Lateral Tilt
133.0825,1.9581,163.7982,0.3423,171.5861,0.2955,0.9413,10.2733,2,Forward Head
166.5996,17.4482,164.022,0.1223,170.7456,0.1241,0.7545,15.4871,3,Lateral Tilt
172.0706,0.9114,175.5603,0.0349,176.1654,0.0919,0.9708,0.0,0,Good Posture
123.83,3.1806,172.6576,0.3463,172.1373,0.3019,0.9684,6.3494,2,Forward Head
127.1915,4.4192,171.7121,0.3104,162.5821,0.3209,0.9769,6.055,2,Forward Head
131.45,2.5215,173.9125,0.2259,168.9946,0.396,0.9439,6.7697,2,Forward Head
147.1849,2.0054,144.9777,0.1287,152.2475,0.185,0.8608,5.2133,1,Slouching
174.5864,22.1455,161.2908,0.0685,170.9422,0.1531,0.7454,10.45,3,Lateral Tilt
127.1664,5.2656,174.3896,0.3322,169.3809,0.2945,0.9424,5.6419,2,Forward Head
169.2588,1.8053,175.1314,0.0471,180.8916,0.1642,0.9744,0.0,0,Good Posture
130.4426,2.4483,163.3656,0.2092,169.9436,0.3649,0.9777,7.3754,2,Forward Head
171.3552,16.3646,163.5103,0.0936,175.3724,0.1523,0.7381,9.9059,3,Lateral Tilt
159.5741,24.344,151.0852,0.0774,173.7045,0.0991,0.804,14.5962,3,Lateral Tilt
135.0833,6.8235,153.8106,0.1787,173.5976,0.1788,0.9383,14.4695,1,Slouching
151.5118,5.3859,143.1947,0.2056,160.0986,0.2647,0.8443,14.8272,1,Slouching
158.7273,4.7074,147.6225,0.1881,148.5128,0.2147,0.8704,19.3241,1,Slouching
